# time_s bgx bgy bgz bax bay baz
4857.94 0 0 0 0 0 0
4858.04 0 0 0 0 0 0
4858.14 0 0 0 0 0 0
4858.24 0 0 0 0 0 0
4858.34 0 0 0 0 0 0
4858.44 0 0 0 0 0 0
4858.54 0 0 0 0 0 0
4858.64 0 0 0 0 0 0
4858.74 0 0 0 0 0 0
4858.84 0 0 0 0 0 0
4858.94 0 0 0 0 0 0
4859.04 0 0 0 0 0 0
4859.14 0 0 0 0 0 0
4859.24 0 0 0 0 0 0
4859.34 0 0 0 0 0 0
4859.44 0 0 0 0 0 0
4859.54 0 0 0 0 0 0
4859.64 0 0 0 0 0 0
4859.74 0 0 0 0 0 0
4859.84 0 0 0 0 0 0
4859.94 0 0 0 0 0 0
4860.04 0 0 0 0 0 0
4860.14 0 0 0 0 0 0
4860.24 0 0 0 0 0 0
4860.34 0 0 0 0 0 0
4860.44 0 0 0 0 0 0
4860.54 0 0 0 0 0 0
4860.64 0 0 0 0 0 0
4860.74 0 0 0 0 0 0
4860.84 0 0 0 0 0 0
4860.94 0 0 0 0 0 0
4861.04 0 0 0 0 0 0
4861.14 0 0 0 0 0 0
4861.24 0 0 0 0 0 0
4861.34 0 0 0 0 0 0
4861.44 0 0 0 0 0 0
4861.54 0 0 0 0 0 0
4861.64 0 0 0 0 0 0
4861.74 0 0 0 0 0 0
4861.84 0 0 0 0 0 0
4861.94 0 0 0 0 0 0
4862.04 0 0 0 0 0 0
4862.14 0 0 0 0 0 0
4862.24 0 0 0 0 0 0
4862.34 0 0 0 0 0 0
4862.44 0 0 0 0 0 0
4862.54 0 0 0 0 0 0
4862.64 0 0 0 0 0 0
4862.74 0 0 0 0 0 0
4862.84 0 0 0 0 0 0
4862.94 0 0 0 0 0 0
4863.04 0 0 0 0 0 0
4863.14 0 0 0 0 0 0
4863.24 0 0 0 0 0 0
4863.34 0 0 0 0 0 0
4863.44 0 0 0 0 0 0
4863.54 0 0 0 0 0 0
4863.64 0 0 0 0 0 0
4863.74 0 0 0 0 0 0
4863.84 0 0 0 0 0 0
4863.94 0 0 0 0 0 0
4864.04 0 0 0 0 0 0
4864.14 0 0 0 0 0 0
4864.24 0 0 0 0 0 0
4864.34 0 0 0 0 0 0
4864.44 0 0 0 0 0 0
4864.54 0 0 0 0 0 0
4864.64 0 0 0 0 0 0
4864.74 0 0 0 0 0 0
4864.84 0 0 0 0 0 0
4864.94 0 0 0 0 0 0
4865.04 0 0 0 0 0 0
4865.14 0 0 0 0 0 0
4865.24 0 0 0 0 0 0
4865.34 0 0 0 0 0 0
4865.44 0 0 0 0 0 0
4865.54 0 0 0 0 0 0
4865.64 0 0 0 0 0 0
4865.74 0 0 0 0 0 0
4865.84 0 0 0 0 0 0
4865.94 0 0 0 0 0 0
4866.04 0 0 0 0 0 0
4866.14 0 0 0 0 0 0
4866.24 0 0 0 0 0 0
4866.34 0 0 0 0 0 0
4866.44 0 0 0 0 0 0
4866.54 0 0 0 0 0 0
4866.64 0 0 0 0 0 0
4866.74 0 0 0 0 0 0
4866.84 0 0 0 0 0 0
4866.94 0 0 0 0 0 0
4867.04 0 0 0 0 0 0
4867.14 0 0 0 0 0 0
4867.24 0 0 0 0 0 0
4867.34 0 0 0 0 0 0
4867.44 0 0 0 0 0 0
4867.54 0 0 0 0 0 0
4867.64 0 0 0 0 0 0
4867.74 0 0 0 0 0 0
4867.84 0 0 0 0 0 0
4867.94 0 0 0 0 0 0
4868.04 0 0 0 0 0 0
4868.14 0 0 0 0 0 0
4868.24 0 0 0 0 0 0
4868.34 0 0 0 0 0 0
4868.44 0 0 0 0 0 0
4868.54 0 0 0 0 0 0
4868.64 0 0 0 0 0 0
4868.74 0 0 0 0 0 0
4868.84 0 0 0 0 0 0
4868.94 0 0 0 0 0 0
4869.04 0 0 0 0 0 0
4869.14 0 0 0 0 0 0
4869.24 0 0 0 0 0 0
4869.34 0 0 0 0 0 0
4869.44 0 0 0 0 0 0
4869.54 0 0 0 0 0 0
4869.64 0 0 0 0 0 0
4869.74 0 0 0 0 0 0
4869.84 0 0 0 0 0 0
4869.94 0 0 0 0 0 0
4870.04 0 0 0 0 0 0
4870.14 0 0 0 0 0 0
4870.24 0 0 0 0 0 0
4870.34 0 0 0 0 0 0
4870.44 0 0 0 0 0 0
4870.54 0 0 0 0 0 0
4870.64 0 0 0 0 0 0
4870.74 0 0 0 0 0 0
4870.84 0 0 0 0 0 0
4870.94 0 0 0 0 0 0
4871.04 0 0 0 0 0 0
4871.14 0 0 0 0 0 0
4871.24 0 0 0 0 0 0
4871.34 0 0 0 0 0 0
4871.44 0 0 0 0 0 0
4871.54 0 0 0 0 0 0
4871.64 0 0 0 0 0 0
4871.74 0 0 0 0 0 0
4871.84 0 0 0 0 0 0
4871.94 0 0 0 0 0 0
4872.04 0 0 0 0 0 0
4872.14 0 0 0 0 0 0
4872.24 0 0 0 0 0 0
4872.34 0 0 0 0 0 0
4872.44 0 0 0 0 0 0
4872.54 0 0 0 0 0 0
4872.64 0 0 0 0 0 0
4872.74 0 0 0 0 0 0
4872.84 0 0 0 0 0 0
4872.94 0 0 0 0 0 0
4873.04 0 0 0 0 0 0
4873.14 0 0 0 0 0 0
4873.24 0 0 0 0 0 0
4873.34 0 0 0 0 0 0
4873.44 0 0 0 0 0 0
4873.54 0 0 0 0 0 0
4873.64 0 0 0 0 0 0
4873.74 0 0 0 0 0 0
4873.84 0 0 0 0 0 0
4873.94 0 0 0 0 0 0
4874.04 0 0 0 0 0 0
4874.14 0 0 0 0 0 0
4874.24 0 0 0 0 0 0
4874.34 0 0 0 0 0 0
4874.44 0 0 0 0 0 0
4874.54 0 0 0 0 0 0
4874.64 0 0 0 0 0 0
4874.74 0 0 0 0 0 0
4874.84 0 0 0 0 0 0
4874.94 0 0 0 0 0 0
4875.04 0 0 0 0 0 0
4875.14 0 0 0 0 0 0
4875.24 0 0 0 0 0 0
4875.34 0 0 0 0 0 0
4875.44 0 0 0 0 0 0
4875.54 0 0 0 0 0 0
4875.64 0 0 0 0 0 0
4875.74 0 0 0 0 0 0
4875.84 0 0 0 0 0 0
4875.94 0 0 0 0 0 0
4876.04 0 0 0 0 0 0
4876.14 0 0 0 0 0 0
4876.24 0 0 0 0 0 0
4876.34 0 0 0 0 0 0
4876.44 0 0 0 0 0 0
4876.54 0 0 0 0 0 0
4876.64 0 0 0 0 0 0
4876.74 0 0 0 0 0 0
4876.84 0 0 0 0 0 0
4876.94 0 0 0 0 0 0
4877.04 0 0 0 0 0 0
4877.14 0 0 0 0 0 0
4877.24 0 0 0 0 0 0
4877.34 0 0 0 0 0 0
4877.44 0 0 0 0 0 0
4877.54 0 0 0 0 0 0
4877.64 0 0 0 0 0 0
4877.74 0 0 0 0 0 0
4877.84 0 0 0 0 0 0
4877.94 0 0 0 0 0 0
4878.04 0 0 0 0 0 0
4878.14 0 0 0 0 0 0
4878.24 0 0 0 0 0 0
4878.34 0 0 0 0 0 0
4878.44 0 0 0 0 0 0
4878.54 0 0 0 0 0 0
4878.64 0 0 0 0 0 0
4878.74 0 0 0 0 0 0
4878.84 0 0 0 0 0 0
4878.94 0 0 0 0 0 0
4879.04 0 0 0 0 0 0
4879.14 0 0 0 0 0 0
4879.24 0 0 0 0 0 0
4879.34 0 0 0 0 0 0
4879.44 0 0 0 0 0 0
4879.54 0 0 0 0 0 0
4879.64 0 0 0 0 0 0
4879.74 0 0 0 0 0 0
4879.84 0 0 0 0 0 0
4879.94 0 0 0 0 0 0
4880.04 0 0 0 0 0 0
4880.14 0 0 0 0 0 0
4880.24 0 0 0 0 0 0
4880.34 0 0 0 0 0 0
4880.44 0 0 0 0 0 0
4880.54 0 0 0 0 0 0
4880.64 0 0 0 0 0 0
4880.74 0 0 0 0 0 0
4880.84 0 0 0 0 0 0
4880.94 0 0 0 0 0 0
4881.04 0 0 0 0 0 0
4881.14 0 0 0 0 0 0
4881.24 0 0 0 0 0 0
4881.34 0 0 0 0 0 0
4881.44 0 0 0 0 0 0
4881.54 0 0 0 0 0 0
4881.64 0 0 0 0 0 0
4881.74 0 0 0 0 0 0
4881.84 0 0 0 0 0 0
4881.94 0 0 0 0 0 0
4882.04 0 0 0 0 0 0
4882.14 0 0 0 0 0 0
4882.24 0 0 0 0 0 0
4882.34 0 0 0 0 0 0
4882.44 0 0 0 0 0 0
4882.54 0 0 0 0 0 0
4882.64 0 0 0 0 0 0
4882.74 0 0 0 0 0 0
4882.84 0 0 0 0 0 0
4882.94 0 0 0 0 0 0
4883.04 0 0 0 0 0 0
4883.14 0 0 0 0 0 0
4883.24 0 0 0 0 0 0
4883.34 0 0 0 0 0 0
4883.44 0 0 0 0 0 0
4883.54 0 0 0 0 0 0
4883.64 0 0 0 0 0 0
4883.74 0 0 0 0 0 0
4883.84 0 0 0 0 0 0
4883.94 0 0 0 0 0 0
4884.04 0 0 0 0 0 0
4884.14 0 0 0 0 0 0
4884.24 0 0 0 0 0 0
4884.34 0 0 0 0 0 0
4884.44 0 0 0 0 0 0
4884.54 0 0 0 0 0 0
4884.64 0 0 0 0 0 0
4884.74 0 0 0 0 0 0
4884.84 0 0 0 0 0 0
4884.94 0 0 0 0 0 0
4885.04 0 0 0 0 0 0
4885.14 0 0 0 0 0 0
4885.24 0 0 0 0 0 0
4885.34 0 0 0 0 0 0
4885.44 0 0 0 0 0 0
4885.54 0 0 0 0 0 0
4885.64 0 0 0 0 0 0
4885.74 0 0 0 0 0 0
4885.84 0 0 0 0 0 0
4885.94 0 0 0 0 0 0
4886.04 0 0 0 0 0 0
4886.14 0 0 0 0 0 0
4886.24 0 0 0 0 0 0
4886.34 0 0 0 0 0 0
4886.44 0 0 0 0 0 0
4886.54 0 0 0 0 0 0
4886.64 0 0 0 0 0 0
4886.74 0 0 0 0 0 0
4886.84 0 0 0 0 0 0
4886.94 0 0 0 0 0 0
4887.04 0 0 0 0 0 0
4887.14 0 0 0 0 0 0
4887.24 0 0 0 0 0 0
4887.34 0 0 0 0 0 0
4887.44 0 0 0 0 0 0
4887.54 0 0 0 0 0 0
4887.64 0 0 0 0 0 0
4887.74 0 0 0 0 0 0
4887.84 0 0 0 0 0 0
4887.94 0 0 0 0 0 0
4888.04 0 0 0 0 0 0
4888.14 0 0 0 0 0 0
4888.24 0 0 0 0 0 0
4888.34 0 0 0 0 0 0
4888.44 0 0 0 0 0 0
4888.54 0 0 0 0 0 0
4888.64 0 0 0 0 0 0
4888.74 0 0 0 0 0 0
4888.84 0 0 0 0 0 0
4888.94 0 0 0 0 0 0
4889.04 0 0 0 0 0 0
4889.14 0 0 0 0 0 0
4889.24 0 0 0 0 0 0
4889.34 0 0 0 0 0 0
4889.44 0 0 0 0 0 0
4889.54 0 0 0 0 0 0
4889.64 0 0 0 0 0 0
4889.74 0 0 0 0 0 0
4889.84 0 0 0 0 0 0
4889.94 0 0 0 0 0 0
4890.04 0 0 0 0 0 0
4890.14 0 0 0 0 0 0
4890.24 0 0 0 0 0 0
4890.34 0 0 0 0 0 0
4890.44 0 0 0 0 0 0
4890.54 0 0 0 0 0 0
4890.64 0 0 0 0 0 0
4890.74 0 0 0 0 0 0
4890.84 0 0 0 0 0 0
4890.94 0 0 0 0 0 0
4891.04 0 0 0 0 0 0
4891.14 0 0 0 0 0 0
4891.24 0 0 0 0 0 0
4891.34 0 0 0 0 0 0
4891.44 0 0 0 0 0 0
4891.54 0 0 0 0 0 0
4891.64 0 0 0 0 0 0
4891.74 0 0 0 0 0 0
4891.84 0 0 0 0 0 0
4891.94 0 0 0 0 0 0
4892.04 0 0 0 0 0 0
4892.14 0 0 0 0 0 0
4892.24 0 0 0 0 0 0
4892.34 0 0 0 0 0 0
4892.44 0 0 0 0 0 0
4892.54 0 0 0 0 0 0
4892.64 0 0 0 0 0 0
4892.74 0 0 0 0 0 0
4892.84 0 0 0 0 0 0
4892.94 0 0 0 0 0 0
4893.04 0 0 0 0 0 0
4893.14 0 0 0 0 0 0
4893.24 0 0 0 0 0 0
4893.34 0 0 0 0 0 0
4893.44 0 0 0 0 0 0
4893.54 0 0 0 0 0 0
4893.64 0 0 0 0 0 0
4893.74 0 0 0 0 0 0
4893.84 0 0 0 0 0 0
4893.94 0 0 0 0 0 0
4894.04 0 0 0 0 0 0
4894.14 0 0 0 0 0 0
4894.24 0 0 0 0 0 0
4894.34 0 0 0 0 0 0
4894.44 0 0 0 0 0 0
4894.54 0 0 0 0 0 0
4894.64 0 0 0 0 0 0
4894.74 0 0 0 0 0 0
4894.84 0 0 0 0 0 0
4894.94 0 0 0 0 0 0
4895.04 0 0 0 0 0 0
4895.14 0 0 0 0 0 0
4895.24 0 0 0 0 0 0
4895.34 0 0 0 0 0 0
4895.44 0 0 0 0 0 0
4895.54 0 0 0 0 0 0
4895.64 0 0 0 0 0 0
4895.74 0 0 0 0 0 0
4895.84 0 0 0 0 0 0
4895.94 0 0 0 0 0 0
4896.04 0 0 0 0 0 0
4896.14 0 0 0 0 0 0
4896.24 0 0 0 0 0 0
4896.34 0 0 0 0 0 0
4896.44 0 0 0 0 0 0
4896.54 0 0 0 0 0 0
4896.64 0 0 0 0 0 0
4896.74 0 0 0 0 0 0
4896.84 0 0 0 0 0 0
4896.94 0 0 0 0 0 0
4897.04 0 0 0 0 0 0
4897.14 0 0 0 0 0 0
4897.24 0 0 0 0 0 0
4897.34 0 0 0 0 0 0
4897.44 0 0 0 0 0 0
4897.54 0 0 0 0 0 0
4897.64 0 0 0 0 0 0
4897.74 0 0 0 0 0 0
4897.84 0 0 0 0 0 0
4897.94 0 0 0 0 0 0
4898.04 0 0 0 0 0 0
4898.14 0 0 0 0 0 0
4898.24 0 0 0 0 0 0
4898.34 0 0 0 0 0 0
4898.44 0 0 0 0 0 0
4898.54 0 0 0 0 0 0
4898.64 0 0 0 0 0 0
4898.74 0 0 0 0 0 0
4898.84 0 0 0 0 0 0
4898.94 0 0 0 0 0 0
4899.04 0 0 0 0 0 0
4899.14 0 0 0 0 0 0
4899.24 0 0 0 0 0 0
4899.34 0 0 0 0 0 0
4899.44 0 0 0 0 0 0
4899.54 0 0 0 0 0 0
4899.64 0 0 0 0 0 0
4899.74 0 0 0 0 0 0
4899.84 0 0 0 0 0 0
4899.94 0 0 0 0 0 0
4900.04 0 0 0 0 0 0
4900.14 0 0 0 0 0 0
4900.24 0 0 0 0 0 0
4900.34 0 0 0 0 0 0
4900.44 0 0 0 0 0 0
4900.54 0 0 0 0 0 0
4900.64 0 0 0 0 0 0
4900.74 0 0 0 0 0 0
4900.84 0 0 0 0 0 0
4900.94 0 0 0 0 0 0
4901.04 0 0 0 0 0 0
4901.14 0 0 0 0 0 0
4901.24 0 0 0 0 0 0
4901.34 0 0 0 0 0 0
4901.44 0 0 0 0 0 0
4901.54 0 0 0 0 0 0
4901.64 0 0 0 0 0 0
4901.74 0 0 0 0 0 0
4901.84 0 0 0 0 0 0
4901.94 0 0 0 0 0 0
4902.04 0 0 0 0 0 0
4902.14 0 0 0 0 0 0
4902.24 0 0 0 0 0 0
4902.34 0 0 0 0 0 0
4902.44 0 0 0 0 0 0
4902.54 0 0 0 0 0 0
4902.64 0 0 0 0 0 0
4902.74 0 0 0 0 0 0
4902.84 0 0 0 0 0 0
4902.94 0 0 0 0 0 0
4903.04 0 0 0 0 0 0
4903.14 0 0 0 0 0 0
4903.24 0 0 0 0 0 0
4903.34 0 0 0 0 0 0
4903.44 0 0 0 0 0 0
4903.54 0 0 0 0 0 0
4903.64 0 0 0 0 0 0
4903.74 0 0 0 0 0 0
4903.84 0 0 0 0 0 0
4903.94 0 0 0 0 0 0
4904.04 0 0 0 0 0 0
4904.14 0 0 0 0 0 0
4904.24 0 0 0 0 0 0
4904.34 0 0 0 0 0 0
4904.44 0 0 0 0 0 0
4904.54 0 0 0 0 0 0
4904.64 0 0 0 0 0 0
4904.74 0 0 0 0 0 0
4904.84 0 0 0 0 0 0
4904.94 0 0 0 0 0 0
4905.04 0 0 0 0 0 0
4905.14 0 0 0 0 0 0
4905.24 0 0 0 0 0 0
4905.34 0 0 0 0 0 0
4905.44 0 0 0 0 0 0
4905.54 0 0 0 0 0 0
4905.64 0 0 0 0 0 0
4905.74 0 0 0 0 0 0
4905.84 0 0 0 0 0 0
4905.94 0 0 0 0 0 0
4906.04 0 0 0 0 0 0
4906.14 0 0 0 0 0 0
4906.24 0 0 0 0 0 0
4906.34 0 0 0 0 0 0
4906.44 0 0 0 0 0 0
4906.54 0 0 0 0 0 0
4906.64 0 0 0 0 0 0
4906.74 0 0 0 0 0 0
4906.84 0 0 0 0 0 0
4906.94 0 0 0 0 0 0
4907.04 0 0 0 0 0 0
4907.14 0 0 0 0 0 0
4907.24 0 0 0 0 0 0
4907.34 0 0 0 0 0 0
4907.44 0 0 0 0 0 0
4907.54 0 0 0 0 0 0
4907.64 0 0 0 0 0 0
4907.74 0 0 0 0 0 0
4907.84 0 0 0 0 0 0
4907.94 0 0 0 0 0 0
4908.04 0 0 0 0 0 0
4908.14 0 0 0 0 0 0
4908.24 0 0 0 0 0 0
4908.34 0 0 0 0 0 0
4908.44 0 0 0 0 0 0
4908.54 0 0 0 0 0 0
4908.64 0 0 0 0 0 0
4908.74 0 0 0 0 0 0
4908.84 0 0 0 0 0 0
4908.94 0 0 0 0 0 0
4909.04 0 0 0 0 0 0
4909.14 0 0 0 0 0 0
4909.24 0 0 0 0 0 0
4909.34 0 0 0 0 0 0
4909.44 0 0 0 0 0 0
4909.54 0 0 0 0 0 0
4909.64 0 0 0 0 0 0
4909.74 0 0 0 0 0 0
4909.84 0 0 0 0 0 0
4909.94 0 0 0 0 0 0
4910.04 0 0 0 0 0 0
4910.14 0 0 0 0 0 0
4910.24 0 0 0 0 0 0
4910.34 0 0 0 0 0 0
4910.44 0 0 0 0 0 0
4910.54 0 0 0 0 0 0
4910.64 0 0 0 0 0 0
4910.74 0 0 0 0 0 0
4910.84 0 0 0 0 0 0
4910.94 0 0 0 0 0 0
4911.04 0 0 0 0 0 0
4911.14 0 0 0 0 0 0
4911.24 0 0 0 0 0 0
4911.34 0 0 0 0 0 0
4911.44 0 0 0 0 0 0
4911.54 0 0 0 0 0 0
4911.64 0 0 0 0 0 0
4911.74 0 0 0 0 0 0
4911.84 0 0 0 0 0 0
4911.94 0 0 0 0 0 0
4912.04 0 0 0 0 0 0
4912.14 0 0 0 0 0 0
4912.24 0 0 0 0 0 0
4912.34 0 0 0 0 0 0
4912.44 0 0 0 0 0 0
4912.54 0 0 0 0 0 0
4912.64 0 0 0 0 0 0
4912.74 0 0 0 0 0 0
4912.84 0 0 0 0 0 0
4912.94 0 0 0 0 0 0
4913.04 0 0 0 0 0 0
4913.14 0 0 0 0 0 0
4913.24 0 0 0 0 0 0
4913.34 0 0 0 0 0 0
4913.44 0 0 0 0 0 0
4913.54 0 0 0 0 0 0
4913.64 0 0 0 0 0 0
4913.74 0 0 0 0 0 0
4913.84 0 0 0 0 0 0
4913.94 0 0 0 0 0 0
4914.04 0 0 0 0 0 0
4914.14 0 0 0 0 0 0
4914.24 0 0 0 0 0 0
4914.34 0 0 0 0 0 0
4914.44 0 0 0 0 0 0
4914.54 0 0 0 0 0 0
4914.64 0 0 0 0 0 0
4914.74 0 0 0 0 0 0
4914.84 0 0 0 0 0 0
4914.94 0 0 0 0 0 0
4915.04 0 0 0 0 0 0
4915.14 0 0 0 0 0 0
4915.24 0 0 0 0 0 0
4915.34 0 0 0 0 0 0
4915.44 0 0 0 0 0 0
4915.54 0 0 0 0 0 0
4915.64 0 0 0 0 0 0
4915.74 0 0 0 0 0 0
4915.84 0 0 0 0 0 0
4915.94 0 0 0 0 0 0
4916.04 0 0 0 0 0 0
4916.14 0 0 0 0 0 0
4916.24 0 0 0 0 0 0
4916.34 0 0 0 0 0 0
4916.44 0 0 0 0 0 0
4916.54 0 0 0 0 0 0
4916.64 0 0 0 0 0 0
4916.74 0 0 0 0 0 0
4916.84 0 0 0 0 0 0
4916.94 0 0 0 0 0 0
4917.04 0 0 0 0 0 0
4917.14 0 0 0 0 0 0
4917.24 0 0 0 0 0 0
4917.34 0 0 0 0 0 0
4917.44 0 0 0 0 0 0
4917.54 0 0 0 0 0 0
4917.64 0 0 0 0 0 0
4917.74 0 0 0 0 0 0
4917.84 0 0 0 0 0 0
4917.94 0 0 0 0 0 0
4918.04 0 0 0 0 0 0
4918.14 0 0 0 0 0 0
4918.24 0 0 0 0 0 0
4918.34 0 0 0 0 0 0
4918.44 0 0 0 0 0 0
4918.54 0 0 0 0 0 0
4918.64 0 0 0 0 0 0
4918.74 0 0 0 0 0 0
4918.84 0 0 0 0 0 0
4918.94 0 0 0 0 0 0
4919.04 0 0 0 0 0 0
4919.14 0 0 0 0 0 0
4919.24 0 0 0 0 0 0
4919.34 0 0 0 0 0 0
4919.44 0 0 0 0 0 0
4919.54 0 0 0 0 0 0
4919.64 0 0 0 0 0 0
4919.74 0 0 0 0 0 0
4919.84 0 0 0 0 0 0
4919.94 0 0 0 0 0 0
4920.04 0 0 0 0 0 0
4920.14 0 0 0 0 0 0
4920.24 0 0 0 0 0 0
4920.34 0 0 0 0 0 0
4920.44 0 0 0 0 0 0
4920.54 0 0 0 0 0 0
4920.64 0 0 0 0 0 0
4920.74 0 0 0 0 0 0
4920.84 0 0 0 0 0 0
4920.94 0 0 0 0 0 0
4921.04 0 0 0 0 0 0
4921.14 0 0 0 0 0 0
4921.24 0 0 0 0 0 0
4921.34 0 0 0 0 0 0
4921.44 0 0 0 0 0 0
4921.54 0 0 0 0 0 0
4921.64 0 0 0 0 0 0
4921.74 0 0 0 0 0 0
4921.84 0 0 0 0 0 0
4921.94 0 0 0 0 0 0
4922.04 0 0 0 0 0 0
4922.14 0 0 0 0 0 0
4922.24 0 0 0 0 0 0
4922.34 0 0 0 0 0 0
4922.44 0 0 0 0 0 0
4922.54 0 0 0 0 0 0
4922.64 0 0 0 0 0 0
4922.74 0 0 0 0 0 0
4922.84 0 0 0 0 0 0
4922.94 0 0 0 0 0 0
4923.04 0 0 0 0 0 0
4923.14 0 0 0 0 0 0
4923.24 0 0 0 0 0 0
4923.34 0 0 0 0 0 0
4923.44 0 0 0 0 0 0
4923.54 0 0 0 0 0 0
4923.64 0 0 0 0 0 0
4923.74 0 0 0 0 0 0
4923.84 0 0 0 0 0 0
4923.94 0 0 0 0 0 0
4924.04 0 0 0 0 0 0
4924.14 0 0 0 0 0 0
4924.24 0 0 0 0 0 0
4924.34 0 0 0 0 0 0
4924.44 0 0 0 0 0 0
4924.54 0 0 0 0 0 0
4924.64 0 0 0 0 0 0
4924.74 0 0 0 0 0 0
4924.84 0 0 0 0 0 0
4924.94 0 0 0 0 0 0
4925.04 0 0 0 0 0 0
4925.14 0 0 0 0 0 0
4925.24 0 0 0 0 0 0
4925.34 0 0 0 0 0 0
4925.44 0 0 0 0 0 0
4925.54 0 0 0 0 0 0
4925.64 0 0 0 0 0 0
4925.74 0 0 0 0 0 0
4925.84 0 0 0 0 0 0
4925.94 0 0 0 0 0 0
4926.04 0 0 0 0 0 0
4926.14 0 0 0 0 0 0
4926.24 0 0 0 0 0 0
4926.34 0 0 0 0 0 0
4926.44 0 0 0 0 0 0
4926.54 0 0 0 0 0 0
4926.64 0 0 0 0 0 0
4926.74 0 0 0 0 0 0
4926.84 0 0 0 0 0 0
4926.94 0 0 0 0 0 0
4927.04 0 0 0 0 0 0
