# time_s bgx bgy bgz bax bay baz
2498.33 0 0 0 0 0 0
2498.43 0 0 0 0 0 0
2498.53 0 0 0 0 0 0
2498.63 0 0 0 0 0 0
2498.73 0 0 0 0 0 0
2498.83 0 0 0 0 0 0
2498.93 0 0 0 0 0 0
2499.03 0 0 0 0 0 0
2499.13 0 0 0 0 0 0
2499.23 0 0 0 0 0 0
2499.33 0 0 0 0 0 0
2499.43 0 0 0 0 0 0
2499.53 0 0 0 0 0 0
2499.63 0 0 0 0 0 0
2499.73 0 0 0 0 0 0
2499.83 0 0 0 0 0 0
2499.93 0 0 0 0 0 0
2500.03 0 0 0 0 0 0
2500.13 0 0 0 0 0 0
2500.23 0 0 0 0 0 0
2500.33 0 0 0 0 0 0
2500.43 0 0 0 0 0 0
2500.53 0 0 0 0 0 0
2500.63 0 0 0 0 0 0
2500.73 0 0 0 0 0 0
2500.83 0 0 0 0 0 0
2500.93 0 0 0 0 0 0
2501.03 0 0 0 0 0 0
2501.13 0 0 0 0 0 0
2501.23 0 0 0 0 0 0
2501.33 0 0 0 0 0 0
2501.43 0 0 0 0 0 0
2501.53 0 0 0 0 0 0
2501.63 0 0 0 0 0 0
2501.73 0 0 0 0 0 0
2501.83 0 0 0 0 0 0
2501.93 0 0 0 0 0 0
2502.03 0 0 0 0 0 0
2502.13 0 0 0 0 0 0
2502.23 0 0 0 0 0 0
2502.33 0 0 0 0 0 0
2502.43 0 0 0 0 0 0
2502.53 0 0 0 0 0 0
2502.63 0 0 0 0 0 0
2502.73 0 0 0 0 0 0
2502.83 0 0 0 0 0 0
2502.93 0 0 0 0 0 0
2503.03 0 0 0 0 0 0
2503.13 0 0 0 0 0 0
2503.23 0 0 0 0 0 0
2503.33 0 0 0 0 0 0
2503.43 0 0 0 0 0 0
2503.53 0 0 0 0 0 0
2503.63 0 0 0 0 0 0
2503.73 0 0 0 0 0 0
2503.83 0 0 0 0 0 0
2503.93 0 0 0 0 0 0
2504.03 0 0 0 0 0 0
2504.13 0 0 0 0 0 0
2504.23 0 0 0 0 0 0
2504.33 0 0 0 0 0 0
2504.43 0 0 0 0 0 0
2504.53 0 0 0 0 0 0
2504.63 0 0 0 0 0 0
2504.73 0 0 0 0 0 0
2504.83 0 0 0 0 0 0
2504.93 0 0 0 0 0 0
2505.03 0 0 0 0 0 0
2505.13 0 0 0 0 0 0
2505.23 0 0 0 0 0 0
2505.33 0 0 0 0 0 0
2505.43 0 0 0 0 0 0
2505.53 0 0 0 0 0 0
2505.63 0 0 0 0 0 0
2505.73 0 0 0 0 0 0
2505.83 0 0 0 0 0 0
2505.93 0 0 0 0 0 0
2506.03 0 0 0 0 0 0
2506.13 0 0 0 0 0 0
2506.23 0 0 0 0 0 0
2506.33 0 0 0 0 0 0
2506.43 0 0 0 0 0 0
2506.53 0 0 0 0 0 0
2506.63 0 0 0 0 0 0
2506.73 0 0 0 0 0 0
2506.83 0 0 0 0 0 0
2506.93 0 0 0 0 0 0
2507.03 0 0 0 0 0 0
2507.13 0 0 0 0 0 0
2507.23 0 0 0 0 0 0
2507.33 0 0 0 0 0 0
2507.43 0 0 0 0 0 0
2507.53 0 0 0 0 0 0
2507.63 0 0 0 0 0 0
2507.73 0 0 0 0 0 0
2507.83 0 0 0 0 0 0
2507.93 0 0 0 0 0 0
2508.03 0 0 0 0 0 0
2508.13 0 0 0 0 0 0
2508.23 0 0 0 0 0 0
2508.33 0 0 0 0 0 0
2508.43 0 0 0 0 0 0
2508.53 0 0 0 0 0 0
2508.63 0 0 0 0 0 0
2508.73 0 0 0 0 0 0
2508.83 0 0 0 0 0 0
2508.93 0 0 0 0 0 0
2509.03 0 0 0 0 0 0
2509.13 0 0 0 0 0 0
2509.23 0 0 0 0 0 0
2509.33 0 0 0 0 0 0
2509.43 0 0 0 0 0 0
2509.53 0 0 0 0 0 0
2509.63 0 0 0 0 0 0
2509.73 0 0 0 0 0 0
2509.83 0 0 0 0 0 0
2509.93 0 0 0 0 0 0
2510.03 0 0 0 0 0 0
2510.13 0 0 0 0 0 0
2510.23 0 0 0 0 0 0
2510.33 0 0 0 0 0 0
2510.43 0 0 0 0 0 0
2510.53 0 0 0 0 0 0
2510.63 0 0 0 0 0 0
2510.73 0 0 0 0 0 0
2510.83 0 0 0 0 0 0
2510.93 0 0 0 0 0 0
2511.03 0 0 0 0 0 0
2511.13 0 0 0 0 0 0
2511.23 0 0 0 0 0 0
2511.33 0 0 0 0 0 0
2511.43 0 0 0 0 0 0
2511.53 0 0 0 0 0 0
2511.63 0 0 0 0 0 0
2511.73 0 0 0 0 0 0
2511.83 0 0 0 0 0 0
2511.93 0 0 0 0 0 0
2512.03 0 0 0 0 0 0
2512.13 0 0 0 0 0 0
2512.23 0 0 0 0 0 0
2512.33 0 0 0 0 0 0
2512.43 0 0 0 0 0 0
2512.53 0 0 0 0 0 0
2512.63 0 0 0 0 0 0
2512.73 0 0 0 0 0 0
2512.83 0 0 0 0 0 0
2512.93 0 0 0 0 0 0
2513.03 0 0 0 0 0 0
2513.13 0 0 0 0 0 0
2513.23 0 0 0 0 0 0
2513.33 0 0 0 0 0 0
2513.43 0 0 0 0 0 0
2513.53 0 0 0 0 0 0
2513.63 0 0 0 0 0 0
2513.73 0 0 0 0 0 0
2513.83 0 0 0 0 0 0
2513.93 0 0 0 0 0 0
2514.03 0 0 0 0 0 0
2514.13 0 0 0 0 0 0
2514.23 0 0 0 0 0 0
2514.33 0 0 0 0 0 0
2514.43 0 0 0 0 0 0
2514.53 0 0 0 0 0 0
2514.63 0 0 0 0 0 0
2514.73 0 0 0 0 0 0
2514.83 0 0 0 0 0 0
2514.93 0 0 0 0 0 0
2515.03 0 0 0 0 0 0
2515.13 0 0 0 0 0 0
2515.23 0 0 0 0 0 0
2515.33 0 0 0 0 0 0
